name,usage
ALBERT,Norwegian
ALBERT,Danish
ALBERT,Icelandic
ALBERT,Finnish
ALBERT,Romanian
ALBERT,Hungarian
ALBERT,Ancient Germanic
ALBERTA,English
ALBERTA,Italian
ALBERTA,Portuguese
ALBERTAS,Lithuanian
ALBERTE ,Galician
ALBERTE ,French
ALBERTE ,Danish
ALBERTINA,Italian
ALBERTINA,Portuguese
ALBERTINE,French
ALBERTO,Italian
ALBERTO,Spanish
ALBERTO,Portuguese
ALBERTUS,Ancient Germanic
ALBERTUS,Dutch
ALBIE,English
ALBIN,Swedish
ALBIN,French
ALBIN,English
ALBIN,Slovene
ALBIN,Polish
ALBÍNA,Czech
ALBÍNA,Slovak
ALBINA,Russian
ALBINA,Ukrainian
ALBINA,Italian
ALBINA,Portuguese
ALBINA,Spanish
ALBINA,Slovene
ALBINA,Polish
ALBINA,German
ALBINA,Lithuanian
ALBINA,Belarusian
ALBINA,Ancient Roman
ALBINE,French
ALBINO,Italian
ALBINO,Portuguese
ALBINO,Spanish
ALBINUS,Ancient Roman
ALBOIN,Ancient Germanic
ALBORZ,Persian
ALBRECHT,German
ALBUS,Ancient Roman
ALBY,Irish
ALCAEUS,Ancient Greek
ALCIBIADES,Ancient Greek
ALCIDE,Italian
ALCIDE,French
ALCIDES,Greek Mythology
ALCIDES,Portuguese
ALCIDES,Spanish
ALCIPPE,Greek Mythology
ALCMENE,Greek Mythology
ALCYONE,Greek Mythology
ALDA ,Italian
ALDA ,Portuguese
ALDA ,Ancient Germanic
ALDA ,Limburgish
ALDA ,Icelandic
ALDARA,Galician
ALDEBRAND,Ancient Germanic
ALDEGAR,Ancient Germanic
ALDEGONDA,Dutch
ALDEGUND,Ancient Germanic
ALDEN,English
ALDÉRIC,French
ALDERT,Frisian
ALDERT,Dutch
ALDHARD,Ancient Germanic
ALDIN,Bosnian
ALDINA ,Portuguese
ALDINA ,Bosnian
ALDITH,Medieval English
ALDO,Italian
ALDO,Ancient Germanic
ALDONA,Lithuanian
ALDONA,Polish
ALDOUS,English
ALDREDA,Medieval English
ALDRIC,French
ALDRIC,Ancient Germanic
ALDUS,Medieval English
ALDWIN,Ancient Germanic
ALE ,Finnish
ALE ,Italian
ALE ,Spanish
ALE ,Frisian
ALEA,English
ALEAH,English
ALEASE,English
ALEC,English
ALECIA,English
ALEĈJO,Esperanto
ALECTO,Greek Mythology
ALED,Welsh
ALEESHA,English
ALEID,Dutch
ALEIDA,Dutch
ÁLEIFR,Ancient Scandinavian
ALEIX,Catalan
ALEIXO,Portuguese
ALEIXO,Galician
ALEJANDRA,Spanish
ALEJANDRO,Spanish
ALEJO,Spanish
ALEKA,Greek
ALEKOS,Greek
ALEKS,Russian
ALEKS,Ukrainian
ALEKS,Slovene
ALEKS,Polish
ALEKSANDAR,Bulgarian
ALEKSANDAR,Macedonian
ALEKSANDAR,Croatian
ALEKSANDAR,Serbian
ALEKSANDAR,Bosnian
ALEKSANDËR,Albanian
ALEKSANDER,Polish
ALEKSANDER,Slovene
ALEKSANDER,Estonian
ALEKSANDER,Norwegian
ALEKSANDER,Danish
ALEKSANDR,Russian
ALEKSANDR,Armenian
ALEKSANDR,Ukrainian
ALEKSANDRA,Russian
ALEKSANDRA,Ukrainian
ALEKSANDRA,Polish
ALEKSANDRA,Serbian
ALEKSANDRA,Bulgarian
ALEKSANDRA,Slovene
ALEKSANDRA,Croatian
ALEKSANDRA,Macedonian
ALEKSANDRA,Finnish
ALEKSANDRA,Estonian
ALEKSANDRA,Latvian
ALEKSANDRA,Lithuanian
ALEKSANDRAS,Lithuanian
ALEKSANDRE,Georgian
ALEKSANDRINA,Russian
ALEKSANDRINA,Bulgarian
ALEKSANDRO,Esperanto
ALEKSANDRS,Latvian
ALEKSANDRU,Medieval Slavic
ALEKSANTERI,Finnish
ALEKSEI,Russian
ALEKSEJ,Slovene
ALEKSEJS,Latvian
ALEKSEY,Russian
ALEKSI,Finnish
ALEKSI,Bulgarian
ALEKSI,Georgian
ALEKSY,Polish
ALEKTO,Greek Mythology
ALEM,Bosnian
ALEMAYEHU,Eastern African
ALEMAYEHU,Amharic
ALEN,Croatian
ALEN,Slovene
ALENA ,German
ALENA ,Czech
ALENA ,Slovak
ALENA ,Slovene
ALENA ,Belarusian
ALENE,English
ALENKA,Slovene
ALEŠ,Czech
ALEŠ,Slovak
ALEŠ,Slovene
ALESANDER,Basque
ALESHA,English
ALESIA,English
ALESSA,Italian
ALESSANDRA,Italian
ALESSANDRO,Italian
ALESSIA,Italian
ALESSIO,Italian
ALESYA,Belarusian
ALESYA,Russian
ALETA,English
ALETHA,English
ALETHEA,English
ALEVTINA,Russian
ÁLEX,Spanish
ÀLEX,Catalan
ALEX,English
ALEX,Dutch
ALEX,German
ALEX,French
ALEX,Portuguese
ALEX,Italian
ALEX,Romanian
ALEX,Greek
ALEX,Swedish
ALEX,Norwegian
ALEX,Danish
ALEX,Icelandic
ALEX,Hungarian
ALEX,Czech
ALEX,Russian
ALEXA,English
ALEXA,German
ALEXA,Hungarian
ALEXANDER,English
ALEXANDER,German
ALEXANDER,Dutch
ALEXANDER,Swedish
ALEXANDER,Norwegian
ALEXANDER,Danish
ALEXANDER,Icelandic
ALEXANDER,Hungarian
ALEXANDER,Slovak
ALEXANDER,Biblical
ALEXANDER,Ancient Greek
ALEXANDER,Greek Mythology
ALEXANDR,Czech
ALEXANDR,Russian
ALEXANDRA,English
ALEXANDRA,German
ALEXANDRA,Dutch
ALEXANDRA,French
ALEXANDRA,Swedish
ALEXANDRA,Norwegian
ALEXANDRA,Danish
ALEXANDRA,Icelandic
ALEXANDRA,Greek
ALEXANDRA,Portuguese
ALEXANDRA,Romanian
ALEXANDRA,Czech
ALEXANDRA,Slovak
ALEXANDRA,Hungarian
ALEXANDRA,Catalan
ALEXANDRA,Spanish
ALEXANDRA,Italian
ALEXANDRA,Russian
ALEXANDRA,Ukrainian
ALEXANDRA,Ancient Greek
ALEXANDRA,Greek Mythology
ALEXANDRE,French
ALEXANDRE,Portuguese
ALEXANDRE,Galician
ALEXANDRE,Catalan
ALEXANDREA,English
ALEXANDRIA,English
ALEXANDRIE,French
ALEXANDRINA,Portuguese
ALEXANDRINA,English
ALEXANDRINE,French
ALEXANDROS,Greek
ALEXANDROS,Ancient Greek
ALEXANDROS,Biblical Greek
ALEXANDROS,Greek Mythology
ALEXANDRU,Romanian
ALEXEI,Russian
ALEXEJ,Czech
ALEXEJ,Slovak
ALEXEY,Russian
ALÈXIA,Catalan
ALEXIA,French
ALEXIA,English
ALEXINA,English
ALEXIOS,Ancient Greek
ALEXIS,French
ALEXIS,English
ALEXIS,Greek
ALEXIS,Spanish
ALEXIS,Ancient Greek
ALEXIUS,Ancient Greek
ALEXSANDR,Russian
ALEXUS,English
ALEYNA,Turkish
ALF ,Swedish
ALF ,Norwegian
ALF ,Danish
ALF ,Norse Mythology
ALF ,English
ALF ,Swedish
ALF ,Norwegian
ALF ,Danish
ALFARR,Ancient Scandinavian
ALFBERN,Ancient Germanic
ALFEO,Italian
ALFHARD,Ancient Germanic
ALFHER,Ancient Germanic
ALFHILD,Norwegian
ALFHILD,Swedish
ALFHILDR,Ancient Scandinavian
ALFIA,Bashkir
ALFIA,Tatar
ALFIE,English
ALFIO,Italian
ALFIYA,Tatar
ALFONS,German
ALFONS,Dutch
ALFONS,Catalan
ALFONS,Ancient Germanic
ALFONSINA,Italian
ALFONSO,Spanish
ALFONSO,Italian
ALFONZ,Slovene
ALFR,Norse Mythology
ALFRÉD,Hungarian
ALFRÉD,Slovak
ALFRÉD,Czech
ALFRED,English
ALFRED,French
ALFRED,Swedish
ALFRED,Norwegian
ALFRED,Danish
ALFRED,German
ALFRED,Polish
ALFRED,Dutch
ALFREDA,English
ALFREDA,Italian
ALFREDA,Polish
ALFREDA,German
ALFREDAS,Lithuanian
ALFREDO,Italian
ALFREDO,Spanish
ALFREDO,Portuguese
ALFVIN,Ancient Scandinavian
ALFWIN,Ancient Germanic
ALGAR,English
ALGAUTR,Ancient Scandinavian
ALGER,English
ALGERNON,English
ALGIMANTAS,Lithuanian
ALGIRDAS,Lithuanian
ALGOT,Swedish
ALHAJI,Western African
ALHAJI,Hausa
AL-HASAN,Arabic
ALHASSAN,Western African
ALHERI,Western African
ALHERI,Hausa
'ALI,Arabic
ƏLI,Azerbaijani
ALI ,Arabic
ALI ,Persian
ALI ,Turkish
ALI ,Urdu
ALI ,Pashto
ALI ,Indonesian
ALI ,Malay
ALI ,Avar
ALI ,Kazakh
ALI ,Dhivehi
ALI ,Albanian
ALI ,Bosnian
ALI ,English
ALIA ,Arabic
ALIA ,Ancient Germanic
ALIAH,English
ALIAKSANDR,Belarusian
ALIAKSANDRA,Belarusian
ALIAKSEI,Belarusian
ALICA,Slovak
ALICE,English
ALICE,French
ALICE,Portuguese
ALICE,Italian
ALICE,German
ALICE,Czech
ALICE,Swedish
ALICE,Danish
ALICE,Norwegian
ALICE,Dutch
ALÍCIA,Catalan
ALÍCIA,Portuguese
ALICIA,Spanish
ALICIA,English
ALICIA,Swedish
ALICJA,Polish
ALIDA,Dutch
ALIDA,German
ALIDA,Hungarian
ALIÉNOR,French
ALIENÒR,Occitan
ALIISA,Finnish
ALIJA,Bosnian
ALIK,Russian
ALIKHAN,Kazakh
ALIKI,Greek
ALIM,Arabic
ALIM,Turkish
ALIM,Uyghur
ALIMJAN,Uyghur
ALIN,Romanian
ALĪNA,Latvian
ALINA,Romanian
ALINA,Polish
ALINA,Russian
ALINA,Ukrainian
ALINA,Belarusian
ALINA,Slovene
ALINA,German
ALINA,Italian
ALINAFE,Southern African
ALINAFE,Chewa
ALINE,French
ALINE,Portuguese
ALINE,English
ALIONA,Russian
ALIONA,Ukrainian
ALIPRAND,Ancient Germanic
ALIS,Welsh
ALISA,Russian
ALISA,Ukrainian
ALISA,Bosnian
ALISA,Finnish
ALISE ,Latvian
ALISE ,English
ALISHA,English
ALISHER,Uzbek
ALISHER,Kazakh
ALISHER,Tajik
ALISHIA,English
ALISIA,English
ALISON,English
ALISON,French
ALISSA,English
ALISTAIR,Scottish
ALISTER,Scottish
ALISYA,English
ALITA,English
ALIVIA,English
ALIX,French
ALIYA ,Kazakh
ALIYA ,Tatar
ALIYA ,Arabic
ALIYA ,Hebrew
ALIYAH ,Arabic
ALIYAH ,Hebrew
ALIYE,Turkish
ALIYYA,Arabic
ALIYYAH,Arabic
ALÍZ,Hungarian
ALIZ,Hungarian
ALIZA,Hebrew
ALIZÉE,French
ALJA,Slovene
ALJAŽ,Slovene
ALJOŠA,Slovene
ALJOŠA,Croatian
ALJOŠA,Serbian
ALKAIOS,Ancient Greek
ALKE,Frisian
ALKEIDES,Greek Mythology
ALKIBIADES,Ancient Greek
ALKIPPE,Greek Mythology
ALKIVIADIS,Greek
ALKMENE,Greek Mythology
ALKMINI,Greek
ALKYONE,Greek Mythology
ALLA,Russian
ALLA,Ukrainian
ALLAH,Theology
ALLAN,English
ALLAN,Scottish
ALLAN,Danish
ALLAN,Swedish
ALLAN,Estonian
ALLANA,English
ALLANNAH,English
ALLARD,Dutch
ALLE,Frisian
ALLEGRA,Italian
ALLEGRA,English
ALLEGRIA,Various
ALLEN,English
ALLEN,Scottish
ALLI,Finnish
ALLIE,English
ALLISON,English
ALLISSA,English
ALLOCHKA,Russian
ALLON,Biblical
ALLOVERA,Ancient Germanic
ALLY ,English
ALLY ,Scottish
ALLYCIA,English
ALLYN,English
ALLYSON,English
ALMA ,English
ALMA ,Spanish
ALMA ,Italian
ALMA ,Dutch
ALMA ,Albanian
ALMA ,Slovene
ALMA ,Croatian
ALMA ,Hebrew
ALMAS,Arabic
ALMAST,Armenian
ALMIR ,Portuguese
ALMIR ,Bosnian
ALMIRA ,Literature
ALMIRA ,Bosnian
ALMIRO,Portuguese
ALMOG,Hebrew
ÁLMOS,Hungarian
ALMUDENA,Spanish
ALODIA,Ancient Germanic
ÁLǪF,Ancient Scandinavian
ALOIS,German
ALOIS,Czech
ALOISIA,German
ALOÍSIO,Portuguese
ALOISIO,Italian
ALOJZ,Slovene
ALOJZ,Slovak
ALOJZ,Croatian
ALOJZIA,Slovak
ALOJZIJ,Slovene
ALOJZIJA,Slovene
ALOJZIJA,Croatian
ALOJZIJE,Croatian
ALOJZY,Polish
ALON ,Hebrew
ALON ,Filipino
ALON ,Tagalog
ALONA,Hebrew
ALONDRA,Spanish
ALONSO,Spanish
ALONZO,English
ALOYS,Medieval Occitan
ALOYSIUS,English
ALP,Turkish
ALPARSLAN,Turkish
ALPASLAN,Turkish
ALPEREN,Turkish
ALPERTTI,Finnish
ALPHA,English
ALPHAEUS,Biblical
ALPHAEUS,Biblical Latin
ALPHAIOS,Biblical Greek
ALPHEGE,History
ALPHIUS,Late Roman
ALPHONSE,French
ALPHONSINE,French
ALPHONSO,English
ALPHONSUS,History
ALPHONZO,English
ALPIN,Scottish
ALTA,Various
ALTAGRACIA,Spanish
ALTAIR,Astronomy
ALTAIR,Portuguese
ALTAN,Turkish
ALTANSARNAI,Mongolian
ALTANTSETSEG,Mongolian
ALTE ,Yiddish
ALTE ,Frisian
ALTER,Yiddish
ALTHEA,Greek Mythology
ALTON,English
ALTTI,Finnish
ALTWIDUS,Ancient Germanic
ALUDRA,Astronomy
ALUN,Welsh
ALV,Norwegian
ALVA ,Swedish
ALVA ,Norwegian
ALVA ,English
ALVAH,Biblical
ALVAR,Swedish
ALVAR,Estonian
ÁLVARO,Spanish
ÁLVARO,Portuguese
ALVENA,English
ALVILDA,Danish
ALVILDE,Norwegian
ALVIN,English
ALVIN,Swedish
ALVINA,English
ALVIS,Norse Mythology
ALVIS,Latvian
ALVISE,Italian
ALVÍSS,Norse Mythology
ALWILDA,History
ALWIN,German
ALWIN,Dutch
ALWIN,Ancient Germanic
ALWINE,German
ALWYN,Welsh
ALYA ,Arabic
ALYA ,Indonesian
ALYA ,Malay
ALYA ,Russian
ALYCE,English
ALYCIA,English
ALYONA,Russian
ALYONA,Ukrainian
ALYONKA,Russian
ALYOSHA,Russian
ALYS,English
ALYSA,English
ALYSE,English
ALYSHA,English
ALYSIA,English
ALYSON,English
ALYSSA,English
ALYSSIA,English
ALYX,English
ALŽBĚTA,Czech
ALŽBETA,Slovak
AMA,Western African
AMA,Akan
AMAAL,Arabic
AMABEL,English
AMABILIA,Late Roman
AMABILIS,Late Roman
AMABLE,French
AMADA,Spanish
AMADEJ,Slovene
AMADEO,Italian
AMADEUS,Late Roman
AMADI ,Western African
AMADI ,Igbo
AMADI ,Western African
AMADI ,Yoruba
AMADO,Spanish
AMADOR,Spanish
AMADOU,Western African
AMADU,Western African
AMAHLE,Southern African
AMAHLE,Zulu
AMAIA,Basque
AMAKA,Western African
AMAKA,Igbo
AMAL ,Arabic
AMAL ,Biblical
AMALA,Tamil
AMALA,Indian
AMALA,Malayalam
AMALASUINTHA,Ancient Germanic
AMALBERT,Ancient Germanic
AMÁLIA,Hungarian
AMÁLIA,Portuguese
AMÁLIA,Slovak
AMALIA,Spanish
AMALIA,Italian
AMALIA,Romanian
AMALIA,Greek
AMALIA,Finnish
AMALIA,Swedish
AMALIA,Dutch
AMALIA,German
AMALIA,Ancient Germanic
AMÁLIE,Czech
AMALIE,Norwegian
AMALIE,Danish
AMALIE,German
AMALIJA,Lithuanian
AMALIJA,Slovene
AMALIJA,Croatian
AMALIYA,Russian
AMALRIC,Ancient Germanic
AMALTHEA,Greek Mythology
AMALTHEIA,Greek Mythology
AMÂNCIO,Portuguese
AMANCIO,Spanish
AMAND,French
AMANDA,English
AMANDA,Spanish
AMANDA,Portuguese
AMANDA,Italian
AMANDA,Dutch
AMANDA,Swedish
AMANDA,Norwegian
AMANDA,Danish
AMANDA,Late Roman
AMANDEEP,Indian
AMANDINE,French
AMANDO,Spanish
AMANDO,Portuguese
AMANDUS,Late Roman
AMANI,Arabic
AMANTIUS,Late Roman
AMAR ,Indian
AMAR ,Hindi
AMAR ,Marathi
AMAR ,Bengali
AMAR ,Punjabi
AMAR ,Bosnian
AMARA,Western African
AMARA,Igbo
AMARACHI,Western African
AMARACHI,Igbo
AMARANTA,Spanish
AMARANTA,Italian
AMARANTE,French
AMARANTHA,Various
AMARDEEP,Indian
AMARI,African American
AMARIAH,Biblical
AMARILIS,Spanish
AMARJEET,Indian
AMARO,Galician
AMARO,Portuguese
AMARO,Spanish
AMARU,Indigenous American
AMARU,Aymara
'AMARYAHU,Biblical Hebrew
AMARYLLIS,Literature
AMATA,Late Roman
AMATERASU,Japanese Mythology
AMATO,Italian
AMATOR,Late Roman
AMATORE,Italian
AMATUS,Late Roman
AMAURY,French
AMAYA,Basque
AMAYA,Spanish
AMBAKOUM,Biblical Greek
ÁMBAR,Spanish
AMBER,English
AMBER,Dutch
AMBERLY,English
AMBERLYNN,English
AMBRA,Italian
AMBRAM,Biblical Greek
AMBRE,French
AMBROGINO,Italian
AMBROGIO,Italian
AMBROISE,French
AMBROOS,Dutch
AMBROSE,English
AMBROSI,Georgian
AMBROSIA,Ancient Greek
AMBROSINE,English
AMBRÓSIO,Portuguese
AMBROSIO,Spanish
AMBROSIOS,Ancient Greek
AMBROSIUS,Ancient Greek
AMBROŽ,Slovene
AMBROŽ,Czech
AMBROZIJE,Croatian
AMBROŻY,Polish
AMBRUS,Hungarian
AMÉ,Medieval French
AMEDEA,Italian
AMÉDÉE,French
AMEDEO,Italian
AMÉE,Medieval French
AMEL ,Bosnian
AMEL ,Arabic
AMELA,Bosnian
AMÉLIA,Portuguese
AMÉLIA,French
AMELIA,English
AMELIA,Spanish
AMELIA,Italian
AMELIA,Polish
AMELIA,Ancient Germanic
AMÉLIE,French
AMELIE,German
AMELIJA,Lithuanian
AMELINA,Ancient Germanic
AMEN,Egyptian Mythology
AMENEMHAT,Ancient Egyptian
AMENEMHET,Ancient Egyptian
AMENHOTEP,Ancient Egyptian
AMEQRAN,Northern African
AMEQRAN,Berber
AMERETAT,Persian Mythology
AMÉRICA,Spanish
AMÉRICA,Portuguese
AMERICA,English
AMÉRICO,Portuguese
AMÉRICO,Spanish
AMERIGO,Italian
AMERY,English
AMETHYST,English
AMETS,Basque
AMEYALLI,Indigenous American
AMEYALLI,Nahuatl
AMHLAIDH,Scottish
AMHLAOIBH,Irish
AMI ,Biblical
AMI ,English
AMI ,Japanese
AMI ,Hebrew
AMIAS,English
AMICE,Medieval English
AMICHAI,Hebrew
AMIE,English
AMIHAN,Filipino
AMIHAN,Tagalog
AMIKA,Esperanto
AMÍLCAR,Portuguese
AMÍLCAR,Spanish
AMILCARE,Italian
AMILIA,English
AMIN,Arabic
AMIN,Persian
AMIN,Urdu
ƏMINƏ,Azerbaijani
AMINA,Arabic
AMINA,Bosnian
AMINA,Tatar
AMINA,Kazakh
AMINA,Eastern African
AMINA,Western African
AMINA,Swahili
AMINA,Hausa
AMINAH ,Arabic
AMINAH ,Malay
AMINAH ,Indonesian
AMINAH ,Arabic
AMINATA,Western African
AMINATH,Dhivehi
AMINATOU,Western African
AMINDA,Esperanto
AMINE ,Arabic
AMINE ,Turkish
AMINTA,Literature
AMIR ,Arabic
AMIR ,Persian
AMIR ,Urdu
AMIR ,Malay
AMIR ,Indonesian
AMIR ,Bosnian
AMIR ,Hebrew
AMIRA ,Arabic
AMIRA ,Hebrew
AMIRAH,Arabic
AMIRAN,Georgian
AMIRAN,Literature
AMIRANI,Georgian Mythology
AMIS,Medieval English
AMIS,Medieval French
AMISTA,Chamorro
AMIT ,Indian
AMIT ,Hindi
AMIT ,Marathi
AMIT ,Bengali
AMIT ,Assamese
AMIT ,Odia
AMIT ,Punjabi
AMIT ,Malayalam
AMIT ,Kannada
AMIT ,Tamil
AMIT ,Telugu
AMIT ,Nepali
AMIT ,Hebrew
AMITA,Indian
AMITA,Hindi
AMITA,Marathi
AMITA,Nepali
AMITABH,Indian
AMITABH,Hindi
AMITAI,Hebrew
AMITTAI,Biblical
AMITTAI,Biblical Hebrew
AMITY,English
AMIYAH,American
AMJAD,Arabic
AMLETO,Italian
'AMMAR,Arabic
AMMAR,Arabic
AMMIEL,Biblical
AMMIEL,Biblical Hebrew
AMMON,Egyptian Mythology
AMNA,Arabic
AMNON,Biblical
AMNON,Biblical Hebrew
AMNON,Hebrew
AMON,Egyptian Mythology
AMONDI,Eastern African
AMONDI,Luo
AMON-RA,Egyptian Mythology
AMOR,Roman Mythology
AMOR,Late Roman
AMOR,Spanish
AMOR,Portuguese
AMORDAD,Persian Mythology
AMORE,Italian
AMOS,English
AMOS,Hebrew
AMOS,Biblical
AMOS,Biblical Latin
AMOS,Biblical Greek
AMOS,Biblical Hebrew
AMOSIS,Ancient Egyptian
AMOUR,French
AMPARO,Spanish
AMPELIO,Italian
AMPELIOS,Ancient Greek
AMPELIUS,Ancient Greek
AMPORN,Thai
AMRAM,Biblical
AMRAM,Biblical Latin
AMRAM,Biblical Hebrew
AMRAM,Hebrew
AMRIT,Indian
AMRIT,Hindi
AMRITA,Indian
AMRITA,Hindi
AMRITA,Punjabi
AMRITA,Bengali
AMSE,Frisian
AMULIUS,Roman Mythology
AMUN,Egyptian Mythology
AMUND,Norwegian
AMURDAD,Persian Mythology
AMVROSIY,Russian
AMVROSIY,Ukrainian
AMY,English
AMYAS,English
AMYNTAS,Ancient Greek
AN ,Chinese
AN ,Vietnamese
AN ,Sumerian Mythology
ANA,Spanish
ANA,Portuguese
ANA,Slovene
ANA,Bulgarian
ANA,Romanian
ANA,Croatian
ANA,Serbian
ANA,Macedonian
ANA,Georgian
ANA,Fijian
ANA,Tongan
ANABEL,Spanish
ANABELA,Portuguese
ANA BELÉN,Spanish
ANABELLA,English
ANABELLE,English
ANACLETO,Italian
ANACLETO,Spanish
ANACLETO,Portuguese
ANACLETUS,Ancient Greek
ANAËLLE,French
ANAH,Biblical
ANAH,Biblical Hebrew
ANAHERA,Maori
ANAHID,Armenian
ANAHIT,Armenian
ANAHIT,Armenian Mythology
ANAHITA,Persian
ANAHITA,Persian Mythology
ANAIAH,Biblical
ANAIAH,Biblical Hebrew
ANAÏS,Occitan
ANAÏS,Catalan
ANAÏS,French
ANAITIS,Persian Mythology
ANAKIN,Popular Culture
ANAKLETOS,Ancient Greek
ANAKONI,Hawaiian
ANA MARÍA,Spanish
ANAMARIA,Romanian
ANAMARIJA,Croatian
ANAMARIJA,Slovene
ANAN ,Western African
ANAN ,Akan
ANAN ,Biblical
ANAN ,Biblical Hebrew
ANAN ,Hebrew
ANAND,Indian
ANAND,Hindi
ANAND,Marathi
ANAND,Tamil
ANAND,Telugu
ANAND,Malayalam
ANAND,Kannada
ANAND,Gujarati
ANAND,Bengali
ANANDA,Tamil
ANANDI,Indian
ANANDI,Hindi
ANANI,Biblical
ANANI,Biblical Hebrew
ANANIAS,Biblical
ANANIAS,Biblical Latin
ANANO,Georgian
ANANT,Indian
ANANT,Hindi
ANANT,Marathi
ANANTA,Hinduism
ANANTH,Tamil
ANANTH,Indian
ANANTH,Telugu
ANANTH,Kannada
ANANTHA,Tamil
ANANTHA,Indian
ANANTHA,Telugu
ANANTHA,Kannada
ANAPA,Egyptian Mythology
ANAR ,Azerbaijani
ANAR ,Kazakh
ANARA,Kazakh
ANARA,Kyrgyz
ANARGUL,Kazakh
ANARGYROS,Greek
ANARU,Maori
ANAS,Arabic
ANA SOFÍA,Spanish
ANASS,Arabic
ANASTÁCIA,Portuguese
ANASTACIA,Spanish
ANASTACIO,Spanish
ANASTAS,Russian
ANASTAS,Bulgarian
ANASTASIA,Greek
ANASTASIA,Russian
ANASTASIA,Ukrainian
ANASTASIA,Belarusian
ANASTASIA,English
ANASTASIA,Spanish
ANASTASIA,Italian
ANASTASIA,Georgian
ANASTASIA,Ancient Greek
ANASTASIE,French
ANASTASIE,Romanian
ANASTASIJA,Latvian
ANASTASIJA,Lithuanian
ANASTASIJA,Macedonian
ANASTASIJA,Serbian
ANASTASIO,Italian
ANASTASIO,Spanish
ANASTASIOS,Greek
ANASTASIOS,Ancient Greek
ANASTASIUS,Ancient Greek
ANASTASIY,Russian
ANASTASIY,Bulgarian
ANASTASIYA,Russian
ANASTASIYA,Ukrainian
ANASTASIYA,Belarusian
ANASTASIYA,Bulgarian
ANASTÁZIA,Slovak
ANASTÁZIE,Czech
ANASTAZIE,Czech
ANASTAZIJA,Croatian
ANASTAZIJA,Slovene
ANASTAZJA,Polish
ANASTAZY,Polish
ANASZTÁZ,Hungarian
ANASZTÁZIA,Hungarian
ANAT ,Semitic Mythology
ANAT ,Hebrew
ANAT ,Biblical Hebrew
ANATH ,Biblical
ANATH ,Biblical Latin
ANATH ,Biblical Greek
ANATH ,Semitic Mythology
ANATJARI,Indigenous Australian
ANATJARI,Pintupi
ANATOL,Polish
ANATOL,Belarusian
ANATOLE,French
ANATOLI,Russian
ANATOLI,Ukrainian
ANATOLIA,Late Roman
ANATOLIJS,Latvian
ANATOLIOS,Ancient Greek
ANATOLIUS,Ancient Greek
ANATOLIY,Russian
ANATOLIY,Ukrainian
ANATOLY,Russian
ANATU,Semitic Mythology
ANAXAGORAS,Ancient Greek
ANAYA,English
ANAYELI,Indigenous American
ANAYELI,Zapotec
ANBU,Tamil
ANCA,Romanian
ANĈJO,Esperanto
ANCUȚA,Romanian
ANĐA,Croatian
ANĐA,Serbian
ÁNDARAS,Sami
ANDEBERT,Ancient Germanic
ANĐELA,Croatian
ANĐELA,Serbian
ANDĚLA,Czech
ANĐELKA,Croatian
ANĐELKA,Serbian
ANĐELKO,Croatian
ANĐELKO,Serbian
ANĐELO,Croatian
ANDEOLUS,Late Roman
ANDER,Basque
ANDERS,Swedish
ANDERS,Norwegian
ANDERS,Danish
ANDERSON,English
ANDI,English
ANDIE,English
ANDILE,Southern African
ANDILE,Zulu
ANDILE,Xhosa
ANDILE,Ndebele
ANDJELA,Serbian
ANDON,Bulgarian
ANDON,Macedonian
ANDONI,Basque
ANDOR ,Norwegian
ANDOR ,Hungarian
ANDRA ,Latvian
ANDRA ,Estonian
ANDRA ,Romanian
ANDRADA,Romanian
ANDRÁS,Hungarian
ANDRAS,Welsh
ANDRASTE,Celtic Mythology
ANDRAŽ,Slovene
ANDRE,English
ANDRE,African American
ANDRÉ,French
ANDRÉ,Portuguese
ANDRÉ,German
ANDRÉ,Dutch
ANDRÉA,French
ANDRÉA,Portuguese
ANDREA ,Italian
ANDREA ,English
ANDREA ,German
ANDREA ,Spanish
ANDREA ,Czech
ANDREA ,Slovak
ANDREA ,Hungarian
ANDREA ,Swedish
ANDREA ,Norwegian
ANDREA ,Danish
ANDREA ,Icelandic
ANDREA ,Dutch
ANDREA ,Croatian
ANDREA ,Serbian
ANDREAS,German
ANDREAS,Greek
ANDREAS,Swedish
ANDREAS,Norwegian
ANDREAS,Danish
ANDREAS,Dutch
ANDREAS,Welsh
ANDREAS,Ancient Greek
ANDREAS,Biblical Latin
ANDREAS,Biblical Greek
ANDRÉE,French
ANDREEA,Romanian
ANDREI,Romanian
ANDREI,Russian
ANDREI,Bulgarian
ANDREI,Belarusian
ANDREI,Old Church Slavic
ANDRÉIA,Portuguese
ANDREIA,Portuguese
ANDREINA,Italian
ANDREJ,Slovene
ANDREJ,Czech
ANDREJ,Slovak
ANDREJ,Croatian
ANDREJ,Serbian
ANDREJ,Macedonian
ANDREJA ,Slovene
ANDREJA ,Croatian
ANDREJA ,Serbian
ANDREJS,Latvian
ANDRÉS,Spanish
ANDRÉS,Icelandic
ANDRES,Estonian
ANDRÉS FELIPE,Spanish
ANDREU,Catalan
ANDREW,English
ANDREW,Biblical
ANDREY,Russian
ANDREY,Bulgarian
ANDREY,Belarusian
ANDRIA,Georgian
ANDRIA,Corsican
ANDRIA,Sardinian
ANDRIANA,Greek
ANDRIANA,Bulgarian
ANDRIES,Dutch
